Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
201043P110050,1,1,1,2,9,5,3,0,4,0,0,-1,0,-1
201043P137070,1,1,1,2,31,7,3,0,0,0,0,-1,0,1
201043R068040,2,1,1,2,24,5,3,0,0,0,0,-1,0,1
201043R082060,1,1,1,2,23,8,3,0,0,0,0,-1,1,1
201043R111040,2,1,2,2,40,3,3,0,0,0,0,-1,9,1
201043R131080,1,1,1,1,23,8,3,0,1,0,2,-1,3,1
201043R190030,1,2,1,1,40,6,3,0,0,0,0,-1,0,1
201043S006060,1,1,3,1,19,10,3,0,1,0,0,-1,11,1
201043S128040,1,1,3,1,49,9,3,0,3,0,0,-1,9,-1
201043W061040,1,1,2,1,-1,-1,3,0,1,0,0,-1,0,1
201043W149060,2,1,2,1,37,8,3,0,3,1,0,-1,3,1
201045GU53345,1,2,1,1,40,3,3,5,1,0,0,-1,5,1
201045MO52993,1,1,3,1,42,7,3,0,1,0,4,-1,1,-1
201045MO54865,2,1,3,1,48,8,3,0,0,0,0,-1,3,-1
201045SP48507,3,1,2,2,24,6,3,0,0,0,0,-1,9,1
201045SU52532,3,1,2,1,36,5,3,0,1,0,0,-1,0,1
201045WA51858,1,1,1,1,56,7,2,4,0,0,0,-1,0,1
201045WO53414,1,1,3,2,62,6,3,0,0,0,0,-1,9,1
201050EL2C023,1,1,1,1,37,4,3,0,0,0,0,-1,3,1
201050FT2C021,1,2,1,2,43,7,3,0,0,0,0,-1,0,1
201050JC4V019,3,1,1,1,33,7,3,4,0,0,0,-1,9,-1
201050JI3J004,2,1,3,1,26,7,3,0,0,0,0,-1,3,1
201050JN2J004,1,2,3,1,45,9,3,0,0,0,0,-1,3,1
201054DC16010,2,1,2,1,20,8,3,0,0,1,2,-1,11,1
201054DC39110,1,1,3,1,24,9,3,7,9,0,0,-1,1,1
201054EP22210,2,1,1,2,25,6,3,4,1,0,0,-1,9,1
201054EP37710,1,1,1,1,29,7,3,5,0,0,0,-1,11,1
2010550C27638,1,2,1,1,40,8,3,0,1,0,0,-1,0,1
201001EO40173,1,3,1,2,37,8,3,0,0,0,0,-1,4,-1
201001EO40330,1,1,1,1,43,4,3,6,0,0,0,-1,9,1
201001EO40812,1,1,2,2,48,6,3,5,0,0,0,-1,1,-1
201001FH10257,1,1,1,1,42,7,3,0,0,0,0,-1,9,-1
201001GD10611,2,1,1,1,23,8,3,0,1,0,4,-1,1,1
201001GD10713,1,2,1,2,52,6,3,0,0,0,0,-1,0,1
201001HT20065,1,1,1,2,68,5,3,0,0,0,0,-1,3,-1
201001HT20160,1,1,3,2,36,4,3,0,0,2,0,-1,2,1
201001HT20476,1,5,1,2,9,7,3,0,0,0,0,-1,0,1
201001HT20676,1,1,2,1,-1,5,3,4,0,0,0,-1,9,1
201001JC30404,2,5,3,2,24,6,3,0,3,0,4,-1,3,1
201001JC30419,1,1,3,1,30,6,3,1,0,0,4,-1,3,1
201001JC30529,1,1,3,2,29,6,3,1,0,0,0,-1,0,1
201001JI40454,2,1,1,1,58,5,3,0,1,0,0,-1,3,-1
201001JI40605,1,1,3,2,21,5,3,0,3,2,0,-1,0,1
201001KG70131,1,1,1,1,14,9,3,0,3,0,3,-1,1,1
201001KG70234,2,1,3,2,52,10,3,0,0,0,0,-1,0,1
201001KG70293,2,1,3,2,14,7,3,0,0,0,0,-1,9,1
201001KG70319,1,1,1,1,31,7,3,0,3,0,0,-1,5,1
201001KG70376,2,1,1,2,42,2,3,0,3,0,0,-1,9,-1
201001LX50353,1,1,1,1,25,-1,3,0,0,0,0,-1,11,1
201001LX50566,2,1,1,1,29,6,3,0,0,0,0,-1,0,1
201001MM70091,1,1,3,2,49,6,2,0,0,1,0,-1,0,1
201001MM70127,1,1,2,2,50,5,3,5,0,1,0,-1,3,1
201001MM70726,1,1,1,2,31,7,3,5,0,0,0,-1,0,1
201001MM70889,1,1,1,2,28,7,3,0,1,0,0,-1,0,1
201001PY20094,2,1,1,1,54,5,3,0,0,1,0,-1,1,1
201001PY29113,2,1,1,1,37,6,3,0,3,0,0,-1,1,1
201001QK50057,2,1,1,1,24,7,3,0,0,0,1,-1,9,-1
201001QK50144,2,1,1,1,59,8,3,0,0,0,4,-1,3,1
201001QK50161,1,1,1,2,-1,6,3,0,0,0,0,-1,9,-1
201001QK50191,1,1,1,1,28,6,3,5,0,0,0,-1,8,1
201001QK50310,1,1,1,1,49,3,3,0,0,0,0,-1,4,1
201001QK50314,2,1,3,2,35,9,3,1,0,0,0,-1,0,-1
201001QK50473,1,1,1,2,52,5,3,4,0,0,0,-1,8,1
201001RG40444,1,1,1,1,59,7,3,0,0,0,0,-1,0,1
201001RY10135,2,1,1,1,13,-1,3,0,3,0,0,-1,3,1
201001RY10231,1,1,1,1,33,6,3,6,1,0,0,-1,0,1
201001RY10383,1,1,1,2,25,-1,3,0,3,1,0,-1,3,1
201001RY10481,2,1,1,1,14,8,3,0,3,0,0,-1,1,1
201001SX20114,1,1,1,1,50,6,2,0,1,0,0,-1,11,-1
201001SX20530,1,1,1,2,37,6,3,0,0,0,0,-1,0,1
201001TX20178,2,1,2,2,39,2,3,0,0,0,0,-1,9,1
201001VK30185,3,2,2,1,29,8,3,0,0,0,0,-1,11,-1
201001VW40156,3,1,2,1,29,7,3,0,3,0,0,-1,3,-1
201001VW40367,2,1,2,1,29,2,3,0,1,0,4,-1,0,1
201001VW40373,1,1,1,1,26,7,3,0,9,0,0,-1,1,1
201001VW40452,1,2,1,1,9,6,2,0,0,0,0,-1,5,1
201001WW50683,1,1,3,1,19,6,3,0,8,0,0,-1,9,1
201001WW50782,2,1,1,2,45,6,3,0,0,0,0,-1,0,1
201001XD80133,1,1,1,1,20,7,3,0,0,0,0,-1,1,1
201001XD80818,2,1,1,1,43,8,3,0,9,0,0,-1,3,1
201001XH30353,1,1,1,1,61,4,3,0,0,0,0,-1,9,1
201001XH30623,3,1,3,1,38,4,3,0,0,1,0,-1,5,1
201001YE80175,1,3,1,1,42,10,3,0,0,0,0,-1,11,-1
201001YE80181,2,1,3,2,23,6,3,0,0,0,0,-1,3,1
201001YE80278,1,1,1,2,58,3,3,0,1,0,0,-1,0,1
201001YE80300,3,1,1,1,-1,7,3,0,0,0,0,-1,0,-1
201001YE80357,1,1,2,1,39,7,3,4,0,0,4,-1,9,1
201001YE80504,2,2,2,2,13,4,3,7,9,1,0,-1,0,1
201001YE80708,1,1,1,2,48,3,3,0,0,0,0,-1,0,1
201001YR90244,2,3,3,2,34,6,3,0,0,0,0,-1,5,1
201001ZD30857,2,1,1,2,50,3,3,0,0,0,4,-1,0,1
201001ZT80256,2,1,1,2,42,6,3,0,0,0,4,-1,3,1
201004AL10051,1,5,1,1,19,6,3,0,0,0,0,-1,0,1
201004AL10133,1,1,1,1,-1,9,3,7,1,0,0,-1,0,1
201004CC10082,2,1,2,1,22,5,3,0,0,0,0,-1,1,-1
201004CK10212,1,1,1,1,38,7,3,4,0,0,0,-1,11,1
201004CL10051,1,2,3,2,24,9,3,0,0,0,0,-1,9,-1
201004DA10059,1,1,1,2,28,4,2,0,0,0,0,-1,3,1
201004DL10078,1,1,1,1,35,11,3,0,0,0,0,-1,1,1
201004DR10033,1,1,2,1,58,6,3,0,3,0,0,-1,9,1
201042I386711,1,1,1,1,29,6,3,0,1,0,0,-1,3,1
201045RE55761,1,1,1,1,6,4,3,0,0,0,0,-1,0,1
20104100F0771,1,1,1,1,39,5,3,0,0,0,0,-1,3,1
201043P022090,1,2,1,2,23,4,3,0,3,0,0,-1,0,1
201054EP38110,2,1,2,1,33,7,2,0,0,1,0,-1,0,1
201045EL54969,2,1,1,1,40,5,3,0,0,0,0,-1,3,1
201034WN19150,2,3,2,2,37,7,3,0,0,0,0,-1,2,1
201042I366511,2,1,1,2,54,4,3,0,0,0,0,-1,0,1
20104100C1141,1,1,1,2,54,5,3,0,0,0,0,-1,9,1
2010550C29117,1,1,3,1,29,6,3,0,0,0,0,-1,5,1
201001CW12588,1,2,1,2,6,7,3,0,0,0,0,-1,1,1
201001FH10420,2,1,1,2,52,-1,3,0,0,0,4,-1,0,1
201001GD10781,2,1,2,1,30,7,3,0,0,0,0,-1,9,1
201001HT20922,1,2,1,1,52,9,3,0,1,0,0,-1,1,1
201001JC30230,2,1,1,1,45,8,3,1,0,0,0,-1,9,-1
201001KD50339,1,1,1,2,26,9,3,5,3,0,0,-1,1,1
201001KF60620,1,1,2,2,31,9,3,0,0,0,0,-1,0,-1
201001KF60635,1,1,1,2,29,5,3,0,0,0,0,-1,1,1
201001MM70995,1,1,1,1,86,6,3,0,0,0,0,-1,9,1
201001SX21139,1,1,2,1,29,6,3,0,0,0,4,-1,9,1
201034WN19150,2,1,1,1,19,2,3,0,0,0,0,-1,1,1
20104100C1141,1,1,1,2,37,7,3,0,0,0,0,-1,5,1
20104100F0771,1,1,1,1,45,8,3,0,0,0,0,-1,4,1
201042I366511,2,1,2,2,45,8,3,5,0,0,4,-1,1,1
201042I386711,1,2,1,1,48,5,3,0,0,0,0,-1,9,1
201043P022090,1,1,3,2,39,6,3,1,3,0,0,-1,1,1
201045EL54969,2,1,3,1,38,7,3,0,0,1,0,-1,9,1
201045RE55761,1,1,1,1,28,9,3,1,0,0,0,-1,0,-1
201054EP38110,2,1,1,1,19,7,3,0,0,0,0,-1,0,1
2010550C29117,1,1,1,1,38,6,3,0,0,0,0,-1,3,1
2010550D50886,1,1,1,1,30,6,3,0,4,1,0,-1,11,1
201001FH10420,2,2,1,2,-1,7,3,0,0,0,4,-1,1,1
201001GD10781,2,1,1,2,86,5,3,0,1,0,0,-1,0,1
201001HT20922,1,1,1,2,31,-1,3,0,8,0,0,-1,9,1
201001JC30230,2,1,1,1,42,6,3,0,1,0,0,-1,5,1
201001KD50339,1,1,2,2,38,6,3,1,0,0,0,-1,9,1
201001KF60620,1,1,1,2,23,2,3,0,0,0,0,-1,0,1
201001KF60635,1,1,3,1,-1,7,3,4,0,0,0,-1,0,1
201001MM70995,1,1,1,1,19,6,3,0,0,0,0,-1,0,-1
201001SX21139,1,1,1,2,23,7,3,1,0,0,0,-1,0,1
201001TX20746,2,1,1,1,23,9,3,0,0,0,0,-1,9,1
201001VW40072,2,1,1,1,24,8,3,0,0,0,0,-1,9,1
201001WW50385,2,1,1,1,24,8,2,5,3,0,0,-1,0,1
201001WW50949,1,1,1,1,68,2,3,0,0,0,0,-1,11,1
201001XD80744,1,2,3,1,74,6,3,0,0,0,0,-1,11,1
201001XH30878,1,1,1,2,23,6,3,0,0,1,0,-1,9,1
201001YR90122,1,1,1,2,39,6,3,0,0,0,4,-1,0,1
201001ZD30728,2,1,1,2,31,6,3,0,0,0,0,-1,9,1
201004BA10075,1,1,2,1,37,7,3,5,9,0,0,-1,9,-1
201004DF10081,2,1,1,2,29,6,3,0,1,0,2,-1,9,1
201004EP10002,2,1,1,1,34,7,3,1,0,0,0,-1,0,1
201004FL10006,2,1,1,1,26,5,3,0,0,0,0,-1,9,1
201005AA06082,1,1,2,1,21,6,3,0,9,0,0,-1,1,1
201005EE04662,1,1,1,2,24,6,3,0,0,0,0,-1,0,1
201005EE04662,2,1,1,1,24,7,3,4,0,0,0,-1,1,1
201006A026776,1,1,1,2,29,6,3,0,0,0,0,-1,1,1
201006F038022,1,1,1,1,52,10,3,4,0,0,1,-1,1,1
201006G027881,1,1,3,1,-1,10,3,0,3,0,0,-1,5,1
201006K033794,2,1,3,2,33,7,3,0,0,0,0,-1,9,1
201006L027233,1,1,1,2,31,6,3,0,0,0,0,-1,0,-1
201006M028780,2,1,1,1,-1,8,3,0,0,0,0,-1,9,1
201014A016410,1,1,3,2,40,9,3,5,4,0,0,-1,5,-1
201014C039810,1,1,1,1,35,5,3,0,0,0,0,-1,0,-1
2010160D00301,2,2,1,1,45,5,3,0,8,0,0,-1,0,-1
2010160D01801,1,1,1,1,24,-1,3,5,0,0,0,-1,9,1
2010160D06531,1,2,2,2,49,-1,3,0,3,0,0,-1,2,-1
201020D041811,1,1,1,2,9,7,3,4,1,0,0,-1,11,1
201020G009530,2,1,1,2,45,5,3,0,0,0,0,-1,3,1
201020J008612,1,1,3,1,-1,-1,3,0,0,0,0,-1,0,1
201020J500280,1,1,2,2,45,6,3,0,0,0,4,-1,3,-1
201020M005312,2,1,3,1,75,6,3,0,0,0,0,-1,1,1
201020M012810,2,2,2,2,42,6,3,0,1,0,0,-1,9,1
201020M701913,2,1,1,1,39,10,3,0,0,0,0,-1,0,1
201020W028740,2,1,3,1,35,8,3,0,0,0,0,-1,0,-1
201022C006184,1,1,1,1,-1,6,3,1,4,1,0,-1,0,1
201022D001304,2,1,1,2,20,10,3,0,0,0,0,-1,3,1
201022D005910,2,1,1,1,29,7,3,0,0,0,0,-1,0,-1
201022F003977,2,1,1,1,35,5,3,0,0,0,0,-1,9,1
20103102A1636,2,1,3,1,56,8,3,0,0,0,0,-1,0,1
201032D178210,1,1,1,1,38,6,3,5,0,0,4,-1,1,1
201054DN33310,2,1,1,1,19,7,3,0,1,0,0,-1,9,-1
201045GU49131,3,1,1,1,43,6,3,0,0,1,0,-1,11,1
201001BS70014,1,1,3,2,65,8,3,1,0,0,2,-1,11,1
201001KD50126,1,1,2,1,31,7,3,0,0,0,0,-1,3,1
201001KD50659,1,1,1,2,35,5,3,0,0,0,0,-1,9,1
201001PY20761,1,1,3,2,61,7,3,0,0,0,0,-1,3,1
201001SX20509,1,1,1,1,61,7,3,0,0,0,0,-1,4,-1
201045GU49131,3,1,1,1,54,8,2,0,0,0,0,-1,9,1
201054DN33310,2,1,1,1,59,6,3,0,1,1,0,-1,0,-1
201001KD50126,1,1,1,2,26,5,3,0,0,0,3,-1,11,1
201001KD50659,1,2,3,1,19,-1,3,5,0,0,0,-1,5,1
201001PY20761,1,2,3,2,37,4,2,5,0,0,0,-1,0,1
201001SX20509,1,1,3,1,28,7,3,0,3,0,0,-1,1,1
201001YE80893,1,1,1,1,29,3,3,0,0,0,0,-1,9,1
201001YE80906,1,2,1,2,25,-1,3,0,1,0,2,-1,1,-1
201001ZD30080,1,1,1,1,43,6,3,0,0,2,0,-1,9,1
201005DD05988,1,1,3,1,-1,7,3,0,0,0,0,-1,11,-1
201006A027643,2,1,3,2,42,8,3,1,0,0,0,-1,1,-1
201006M028780,1,1,3,1,39,-1,3,1,0,0,0,-1,3,-1
201006N028536,1,1,2,2,58,6,3,4,0,1,0,-1,5,1
201022C004153,2,1,2,2,56,6,3,0,0,0,0,-1,0,1
201030D000190,1,1,3,1,31,6,3,0,0,0,0,-1,0,1
201030M010125,1,1,1,2,13,9,2,0,0,0,0,-1,9,1
201032C045910,2,1,1,1,25,6,3,0,0,0,0,-1,3,1
201045RU55654,2,1,1,1,29,5,3,0,0,0,0,-1,3,1
201045RU55654,2,1,3,1,19,6,3,0,0,0,0,-1,5,1
201014A004810,1,1,1,2,54,6,3,10,0,0,0,-1,11,1
2010170L32230,1,1,1,1,36,8,3,5,0,0,0,-1,3,-1
201014B116810,2,1,3,1,20,6,3,0,0,0,0,-1,9,-1
201043S062110,2,1,3,2,26,6,3,6,0,0,0,-1,3,1
201001HT20695,2,1,1,1,38,7,3,0,0,0,0,-1,3,1
201001JC30104,1,1,3,2,42,6,3,1,0,0,2,-1,8,1
201043S062110,2,2,1,2,20,10,3,7,0,2,0,-1,11,1
201001HT20695,2,1,1,2,39,4,3,0,0,1,0,-1,11,1
201001JC30104,1,1,1,1,65,6,3,0,3,0,4,-1,1,1
201006Q035892,1,1,1,1,62,3,3,1,0,0,0,-1,9,1
201022D000504,1,1,3,2,28,7,3,4,0,0,0,-1,5,-1
201001KD50443,1,1,1,1,59,7,3,0,0,0,0,-1,9,1
201001KD50443,1,1,3,1,26,7,3,0,0,0,0,-1,9,-1
201001TX20068,2,1,3,2,48,6,3,0,3,0,0,-1,0,-1
201004EN10078,2,1,1,1,50,7,3,1,3,0,0,-1,9,-1
2010160C04241,2,1,1,1,54,5,3,4,0,0,4,-1,0,1
201030C000768,1,1,1,1,13,5,3,0,0,0,0,-1,9,1
20104100K0596,2,1,3,1,68,8,3,0,3,0,0,-1,3,1
20104100K0596,2,2,1,2,74,7,3,0,9,0,0,-1,3,1
201001YR99084,1,2,2,1,28,7,3,0,0,0,4,-1,0,1
201005EE07394,2,2,1,2,34,6,3,0,1,0,0,-1,9,1
201005EE07500,1,2,1,1,9,-1,3,5,1,0,0,-1,0,1
2010160D07281,2,1,3,1,23,5,3,1,0,0,0,-1,3,-1
201043R047080,1,1,3,1,74,6,2,0,0,0,0,-1,11,1
201043R047080,1,1,3,1,54,7,3,0,3,0,0,-1,11,1
201050ED2J012,1,1,2,1,38,8,3,0,0,0,0,-1,0,1
201050ED2J012,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
201043W011080,1,1,1,1,39,6,3,5,0,0,0,-1,3,1
201043W011080,1,1,2,2,31,7,3,0,0,0,0,-1,0,1
201022D001351,1,1,1,2,29,-1,3,1,0,0,0,-1,3,-1
201001KD50589,1,1,1,1,9,7,3,0,0,0,0,-1,9,-1
201001KD50589,1,1,2,1,-1,6,3,0,0,0,2,-1,1,1
201034NK45450,1,2,1,2,39,6,3,5,0,0,0,-1,9,1
201050KE3I002,1,2,1,1,-1,7,3,4,0,0,0,-1,9,1
201037B044521,1,1,3,1,37,8,3,1,0,0,0,-1,9,1
201045RE51094,2,1,1,2,19,7,3,4,0,0,0,-1,3,1
201045RE53287,1,1,3,1,26,7,3,0,0,0,0,-1,0,1
201042I103304,1,1,1,2,38,8,3,0,0,0,0,-1,9,1
201034NK45450,1,5,1,2,35,6,3,0,0,0,0,-1,3,3
201037B044521,1,1,2,1,37,4,3,4,1,0,0,-1,0,-1
201042I103304,1,1,1,1,52,6,3,0,0,0,0,-1,1,-1
201045RE51094,2,1,1,2,49,6,3,0,0,0,0,-1,0,1
201045RE53287,1,1,1,2,75,6,3,0,0,0,0,-1,11,-1
201050KE3I002,1,1,1,2,6,7,3,0,0,0,0,-1,0,-1
2010160A00801,3,1,2,1,28,7,3,0,1,0,0,-1,11,-1
2010160C07951,1,1,3,1,31,7,3,0,0,0,4,-1,1,-1
201030D000408,1,1,2,2,49,2,3,0,3,0,2,-1,1,1
201032B020310,1,1,1,1,26,7,2,0,0,0,0,-1,0,1
201042I060703,2,1,3,1,20,8,3,0,0,0,0,-1,3,1
201042I060703,2,1,1,1,50,7,3,0,0,0,0,-1,9,-1
201011NF23840,2,1,1,1,28,5,3,5,3,0,0,-1,0,1
201022D000464,1,1,3,2,41,5,3,0,0,0,0,-1,11,-1
201022G000998,1,2,1,2,26,7,3,0,9,0,0,-1,1,-1
201045GU56929,1,1,1,1,13,-1,3,5,0,0,0,-1,9,1
201045GU56929,1,1,1,1,28,8,3,0,8,0,0,-1,5,1
201060L187517,1,1,1,1,31,9,3,0,0,0,4,-1,3,1
201030D001218,1,1,1,1,59,10,2,0,1,0,0,-1,5,1
201032D402110,1,1,1,1,75,7,3,0,0,0,0,-1,9,1
201045TA53489,1,1,1,1,24,6,3,0,0,0,0,-1,9,1
201045TA53489,1,1,1,2,14,6,3,0,0,1,0,-1,0,-1
201030C000169,1,1,1,2,74,5,3,5,0,0,4,-1,5,1
201004TA10194,1,1,1,1,30,3,3,0,1,0,0,-1,5,-1
201001PY20031,1,1,1,2,9,7,3,0,0,0,0,-1,0,1
201001PY20031,1,1,1,1,75,7,3,0,0,0,0,-1,5,-1
201004TA10216,1,1,1,1,-1,10,3,5,0,0,0,-1,5,1
201037L018381,2,1,1,1,35,6,3,0,9,0,4,-1,2,-1
201037L018381,2,1,1,1,75,9,3,0,9,0,0,-1,5,-1
201043R216070,1,1,1,2,19,8,3,6,0,0,4,-1,3,3
201042I205807,2,1,3,1,26,8,3,0,0,0,0,-1,0,-1
2010550C37832,2,1,2,2,86,6,3,0,0,0,0,-1,3,1
20104100K0188,2,1,1,1,39,6,3,0,1,0,4,-1,9,1
201042I324008,2,2,1,1,75,7,3,0,0,0,0,-1,1,-1
201050JN2E009,2,1,1,1,-1,2,3,0,0,0,4,-1,11,1
20104100A0276,2,1,3,1,40,10,3,1,3,0,4,-1,1,1
201043R034040,2,1,1,1,6,5,3,0,0,0,0,-1,9,1
2010400C02841,1,1,1,1,43,8,3,0,3,1,0,-1,0,-1
2010400D01140,2,3,1,1,25,6,3,0,0,0,0,-1,9,1
201043P345050,1,1,1,2,45,7,3,5,0,0,0,-1,9,1
201042I078903,2,1,1,1,40,6,3,1,3,2,0,-1,3,1
201043R136120,1,1,1,1,-1,6,3,0,0,0,0,-1,11,-1
201045SP52283,2,1,2,1,28,-1,3,0,0,0,0,-1,1,1
201043N209090,1,1,1,1,24,7,3,0,0,1,0,-1,0,1
201042I308409,1,1,2,2,45,5,2,1,4,0,0,-1,0,1
2010550D21060,1,2,1,2,26,6,3,0,3,0,0,-1,0,1
201042I019301,2,1,1,2,61,9,3,0,0,1,4,-1,11,1
2010550C28213,2,1,1,1,45,6,3,0,0,0,0,-1,11,1
2010550C31290,2,1,1,1,30,6,3,0,0,1,0,-1,0,1
201043N042100,2,1,3,2,54,-1,3,0,1,0,4,-1,0,1
201043P112070,3,1,1,2,43,6,3,1,0,0,0,-1,11,1
201050EC2E117,1,1,3,1,56,7,3,0,4,0,0,-1,0,1
20104100A0611,2,1,1,1,14,7,3,0,0,0,0,-1,9,1
201050KE2A004,1,1,2,1,54,6,3,0,0,0,0,-1,9,1
201043N056090,2,1,1,1,75,7,3,6,0,0,0,-1,3,1
2010400C01423,2,1,1,2,35,7,3,0,0,0,0,-1,11,1
201045RE51855,1,1,1,1,25,6,3,5,3,0,0,-1,9,1
20104100A0470,2,1,1,1,74,7,3,5,0,0,0,-1,0,-1
201050ED2J015,1,1,1,1,50,7,3,0,0,0,0,-1,9,1
201042I122604,1,2,1,1,39,6,3,0,0,0,4,-1,9,-1
201045TA52217,1,1,1,1,-1,-1,3,0,1,0,0,-1,0,1
201050KO2Y004,2,1,1,1,45,6,3,0,1,0,0,-1,11,-1
201042I168705,4,1,3,1,35,5,3,4,0,0,0,-1,1,1
201045GU49151,1,1,1,2,30,6,2,0,0,0,0,-1,3,-1
201034WS17020,1,1,2,1,29,6,3,0,0,0,0,-1,9,1
201037G029802,1,1,1,1,35,2,3,0,0,1,0,-1,11,1
201050BN2E020,1,1,2,1,24,4,3,0,3,0,0,-1,11,1
201034WS14250,1,1,1,2,-1,2,3,0,0,0,0,-1,0,1
201045EL55885,2,1,1,1,75,6,3,0,0,0,0,-1,9,1
201043N125080,1,1,1,1,75,3,3,0,0,0,0,-1,0,1
201045WA49801,1,1,3,1,38,5,3,0,1,0,0,-1,0,1
201050DE2L006,2,1,1,1,29,6,3,0,3,0,0,-1,1,1
201043W053060,2,1,1,1,23,9,3,0,0,0,0,-1,3,1
201054EP23610,1,2,1,1,-1,5,3,0,0,0,1,-1,1,1
20104100J0400,1,1,3,2,25,6,3,0,0,0,0,-1,9,1
201043S083030,1,1,3,1,26,6,3,0,0,0,0,-1,1,1
20104100D0369,1,1,3,1,86,8,3,0,1,0,0,-1,0,1
201034WS20650,1,2,1,2,20,7,3,0,0,0,0,-1,9,1
201043P231070,1,1,3,2,74,6,3,4,0,0,0,-1,0,1
201043P150030,1,2,3,1,59,6,3,5,0,0,0,-1,5,1
201045GU50223,2,2,1,2,20,6,3,4,0,0,0,-1,11,-1
201050FT2C025,1,1,1,1,23,6,3,0,0,0,2,-1,3,1
201034WN25370,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
201042I229807,2,1,1,1,26,7,3,0,0,0,0,-1,5,1
201045GU52757,1,1,1,2,23,-1,3,0,0,1,0,-1,0,1
201045RE49847,1,1,1,1,26,4,3,0,0,0,0,-1,11,1
201043W208080,1,2,3,1,23,5,3,1,0,0,0,-1,1,1
201045TA54471,2,1,1,1,26,7,3,0,0,0,0,-1,0,1
201050JI3G003,2,1,2,1,21,7,3,4,0,0,0,-1,0,1
201043R052080,1,1,3,2,43,7,3,0,0,0,0,-1,5,1
201045RE56199,1,1,1,1,21,8,3,5,0,0,0,-1,9,1
201042I120104,1,2,1,1,39,3,3,0,0,0,0,-1,1,1
20104100A0655,1,1,1,2,24,4,3,0,0,0,0,-1,0,1
201050KC2M006,1,2,3,2,49,6,3,0,0,0,0,-1,11,1
201001BS70335,1,1,3,2,-1,7,3,0,0,0,0,-1,3,1
201001CW11803,1,1,1,1,19,4,3,0,0,0,0,-1,3,-1
201001CW12796,2,1,2,2,86,6,3,0,0,0,0,-1,3,1
201001EO40330,2,1,1,1,19,7,3,0,0,0,0,-1,9,1
201001EO40581,1,1,1,1,-1,6,3,1,0,0,0,-1,1,1
201001HT20598,2,1,1,1,9,6,3,5,1,0,0,-1,9,1
201001JI40305,1,5,1,2,25,7,3,0,0,0,0,-1,9,-1
201001KG70142,1,2,1,2,31,2,2,0,0,0,0,-1,11,-1
201001MM70372,1,1,1,1,29,4,3,0,0,0,0,-1,8,-1
201001MM70383,1,1,1,1,-1,4,3,1,1,0,1,-1,11,-1
201001PL60026,2,1,1,2,9,-1,3,0,0,0,4,-1,9,1
201001QA10021,2,1,3,1,35,7,3,0,3,0,0,-1,1,1
201001QK50353,2,2,1,1,39,5,3,0,0,0,0,-1,9,1
201001SX21299,2,1,2,2,-1,6,2,0,0,0,4,-1,0,1
201034WN25370,1,1,1,2,50,7,3,6,0,0,0,-1,9,1
201034WS14250,1,1,1,2,28,3,3,0,0,0,0,-1,3,1
201034WS17020,1,1,2,1,49,-1,3,0,1,0,0,-1,5,1
201034WS20650,1,4,3,1,9,8,3,4,3,0,0,-1,1,1
201037G029802,1,1,1,1,47,6,3,10,8,0,0,-1,3,1
2010400C01423,2,1,1,1,75,5,3,5,0,1,0,-1,0,1
2010400C02841,1,1,2,1,40,4,3,0,3,0,0,-1,9,1
2010400D01140,2,1,1,1,29,6,3,0,0,0,0,-1,3,1
20104100A0276,2,2,1,1,31,6,3,0,1,0,0,-1,0,1
20104100A0470,2,1,2,1,13,9,3,0,0,0,0,-1,5,1
20104100A0611,2,1,3,1,54,2,3,0,0,0,0,-1,1,1
20104100A0655,1,1,3,2,28,10,3,5,0,0,0,-1,5,1
20104100D0369,1,1,1,1,38,10,3,0,0,0,0,-1,5,3
20104100J0400,1,1,1,1,75,10,3,0,1,1,4,-1,3,1
20104100K0188,2,1,3,2,31,6,3,0,3,0,0,-1,3,1
201042I019301,2,1,2,1,13,8,3,10,1,0,0,-1,0,1
201042I078903,2,1,1,1,30,8,3,0,0,0,0,-1,0,-1
201042I120104,1,1,1,1,38,6,2,0,0,0,0,-1,9,-1
201042I122604,1,2,1,1,-1,6,3,0,0,0,0,-1,5,3
201042I168705,4,1,1,2,33,3,3,0,0,0,0,-1,9,1
201042I205807,2,1,3,2,42,-1,3,0,1,0,0,-1,1,1
201042I229807,2,1,1,1,30,2,3,0,9,0,0,-1,0,-1
201042I308409,1,1,3,1,19,-1,3,0,0,0,0,-1,3,1
201042I324008,2,1,3,1,56,9,3,0,0,2,0,-1,0,-1
201043N042100,2,2,1,1,37,7,3,5,0,1,0,-1,0,3
201043N056090,2,1,2,1,36,10,3,0,1,0,0,-1,1,1
201043N125080,1,1,1,2,24,5,3,0,0,0,0,-1,9,1
201043N209090,1,1,2,1,49,7,3,0,0,0,0,-1,1,-1
201043P112070,3,1,1,1,26,6,3,0,2,0,0,-1,1,-1
201043P150030,1,1,1,1,40,6,2,0,1,0,0,-1,0,1
201043P231070,1,1,1,1,34,2,3,0,0,0,0,-1,0,1
